status,recovered_abs_path,top_candidate,top_score,second_candidate,second_score,delta,reason,phase2_decision
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/data_utils/harmony_generator.py,music_brain/tier1/audio_generator.py,0.7912,music_brain/tier1/midi_generator.py,0.7886,0.0026,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/daw/functions.py,music_brain/daw/fl_studio.py,0.8719,music_brain/daw/pro_tools.py,0.8400,0.0319,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/effects/effects.py,music_brain/agents/events.py,0.8073,music_brain/agents/telemetry.py,0.7623,0.0450,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion/emotion_thesaurus.py,music_brain/emotion_thesaurus.py,0.8799,music_brain/emotion/emotion_production.py,0.8356,0.0443,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion/multimodal_emotion.py,music_brain/emotion/emotion_production.py,0.8013,music_brain/editing/midi_editor.py,0.7599,0.0414,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion/text_emotion_parser.py,music_brain/emotion/emotion_production.py,0.8421,music_brain/export/emotion_stem_exporter.py,0.8032,0.0389,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion_kmidi/emotion_production.py,music_brain/emotion/emotion_production.py,0.9008,music_brain/production/emotion_production.py,0.8539,0.0469,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion_kmidi/emotion_thesaurus.py,music_brain/emotion_thesaurus.py,0.8249,music_brain/emotion/emotion_production.py,0.7742,0.0507,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion_kmidi/text_emotion_parser.py,music_brain/emotion/emotion_production.py,0.7807,music_brain/export/emotion_stem_exporter.py,0.7523,0.0284,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/emotion_scale/audio_refinery.py,music_brain/audio/refinery.py,0.7857,music_brain/tier1/audio_generator.py,0.7668,0.0189,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/generative/emotion_conditioned.py,music_brain/interactive/gesture_controls.py,0.7791,music_brain/export/emotion_stem_exporter.py,0.7667,0.0124,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/bass_humanizer.py,music_brain/groove/drum_humanizer.py,0.8444,music_brain/production/drum_humanizer.py,0.7582,0.0862,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/drum_humanizer.py,music_brain/groove/drum_humanizer.py,0.9057,music_brain/production/drum_humanizer.py,0.8100,0.0957,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/guide_parser.py,music_brain/groove/templates.py,0.7682,music_brain/groove/extractor.py,0.7551,0.0131,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/guitar_humanizer.py,music_brain/groove/drum_humanizer.py,0.8479,music_brain/production/drum_humanizer.py,0.7616,0.0863,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/humanizer.py,music_brain/groove/drum_humanizer.py,0.8684,music_brain/groove/templates.py,0.7804,0.0880,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/groove_kmidi/sound_tech.py,music_brain/groove/groove.py,0.7596,music_brain/groove/drum_humanizer.py,0.7487,0.0109,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/harmony_utils/__init__.py,music_brain/utils/__init__.py,0.8825,music_brain/samples/__init__.py,0.8672,0.0153,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/integrations/dynamics_integration.py,music_brain/integrations/llama_onnx.py,0.7958,music_brain/integrations/__init__.py,0.7743,0.0215,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/intelligence/ollama_bridge.py,music_brain/intelligence/engine_bridge.py,0.8858,music_brain/intelligence/context_bridge.py,0.8796,0.0062,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/intent_ir/__init__.py,music_brain/interactive/__init__.py,0.8735,music_brain/agents/__init__.py,0.8725,0.0010,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/intent_ir/emitter.py,music_brain/interactive/gesture_controls.py,0.7510,music_brain/arrangement/templates.py,0.7493,0.0017,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly/core/midi_generator.py,music_brain/tier1/midi_generator.py,0.8722,src/kelly/core/midi_generator.py,0.8705,0.0017,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/__init__.py,music_brain/emotion/__init__.py,0.8702,music_brain/integrations/__init__.py,0.8448,0.0254,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/core/emotion_thesaurus.py,src/kelly/core/emotion_thesaurus.py,0.7782,music_brain/emotion_thesaurus.py,0.7562,0.0220,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/core/interrogator.py,music_brain/session/interrogator.py,0.8011,music_brain/session/generator.py,0.7260,0.0751,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/data/__init__.py,music_brain/emotion/__init__.py,0.8435,music_brain/data/__init__.py,0.8350,0.0085,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/emotion_thesaurus.py,music_brain/emotion_thesaurus.py,0.7947,src/kelly/core/emotion_thesaurus.py,0.7510,0.0437,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/engines/__init__.py,music_brain/learning/__init__.py,0.8387,music_brain/collaboration/__init__.py,0.8332,0.0055,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/engines/dynamics_engine.py,music_brain/production/dynamics_engine.py,0.7577,music_brain/intelligence/suggestion_engine.py,0.7001,0.0576,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/engines/string_engine.py,music_brain/intelligence/suggestion_engine.py,0.7646,music_brain/learning/instruments.py,0.7034,0.0612,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/engines/tension_engine.py,music_brain/intelligence/suggestion_engine.py,0.7525,music_brain/learning/expression_learning.py,0.6886,0.0639,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/engines/transition_engine.py,music_brain/intelligence/suggestion_engine.py,0.7520,music_brain/learning/expression_learning.py,0.6758,0.0762,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/groove/templates.py,music_brain/groove/templates.py,0.8537,music_brain/arrangement/templates.py,0.7649,0.0888,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/harmony_system.py,music_brain/learning/harmony_learning.py,0.7595,music_brain/collaboration/version_control.py,0.7094,0.0501,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/kelly_companion/session/intent_schema.py,music_brain/session/intent_schema.py,0.8438,music_brain/session/intent_processor.py,0.7446,0.0992,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/learning/openweight_learning.py,music_brain/learning/groove_learning.py,0.8796,music_brain/learning/harmony_learning.py,0.8767,0.0029,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/lyrics/__init__.py,music_brain/utils/__init__.py,0.8842,music_brain/voice/__init__.py,0.8727,0.0115,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/__init__.py,music_brain/emotion/__init__.py,0.8796,music_brain/tier2/__init__.py,0.8749,0.0047,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/analyzer.py,music_brain/audio/analyzer.py,0.8598,music_brain/analyzer.py,0.8430,0.0168,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/api.py,music_brain/api.py,0.8513,music_brain/daw/reaper.py,0.7625,0.0888,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/audio_refinery.py,music_brain/audio/refinery.py,0.8173,music_brain/tier1/audio_generator.py,0.7770,0.0403,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/frequency.py,music_brain/audio/frequency_analysis.py,0.7818,music_brain/audio/feel.py,0.7499,0.0319,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/functions.py,music_brain/structure/sections.py,0.7901,music_brain/voice/modulator.py,0.7506,0.0395,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/neural_voice.py,music_brain/voice/neural_backend.py,0.7898,music_brain/voice/singing_voice.py,0.7626,0.0272,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/synthesis.py,music_brain/voice/synthesizer.py,0.8564,music_brain/voice/synth.py,0.8018,0.0546,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/synthesizer.py,music_brain/voice/synthesizer.py,0.8725,music_brain/voice/singing_synthesizer.py,0.8062,0.0663,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/misc_code/theory_analyzer.py,music_brain/audio/analyzer.py,0.7778,music_brain/analyzer.py,0.7591,0.0187,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/mobile/ios_audio_unit.py,music_brain/tier1/audio_generator.py,0.7845,music_brain/voice/auto_tune.py,0.7832,0.0013,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/__init__.py,music_brain/data/__init__.py,0.8621,music_brain/text/__init__.py,0.8533,0.0088,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/dsp/__init__.py,python/penta_core/dsp/__init__.py,0.8557,music_brain/interactive/__init__.py,0.8439,0.0118,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/groove_penta/__init__.py,music_brain/groove/__init__.py,0.8499,python/penta_core/groove/__init__.py,0.8389,0.0110,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/harmony/__init__.py,python/penta_core/harmony/__init__.py,0.8444,music_brain/interactive/__init__.py,0.8379,0.0065,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/__init__.py,python/penta_core/ml/__init__.py,0.8491,music_brain/structure/__init__.py,0.8418,0.0073,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/audio_dataset.py,python/penta_core/ml/audio_dataset.py,0.8500,ML Kelly Training/backup/python/penta_core/ml/audio_dataset.py,0.7994,0.0506,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/audio_downloader.py,python/penta_core/ml/datasets/audio_downloader.py,0.8000,ML Kelly Training/backup/python/penta_core/ml/datasets/audio_downloader.py,0.7710,0.0290,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/augmentation.py,python/penta_core/ml/augmentation.py,0.8500,python/penta_core/ml/training/augmentation.py,0.7979,0.0521,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/chord_predictor.py,python/penta_core/ml/chord_predictor.py,0.8499,music_brain/audio/chord_detection.py,0.7627,0.0872,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/losses.py,python/penta_core/ml/losses.py,0.8500,python/penta_core/ml/training/losses.py,0.7950,0.0550,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/synthetic.py,python/penta_core/ml/datasets/synthetic.py,0.7866,ML Kelly Training/backup/python/penta_core/ml/datasets/synthetic.py,0.7586,0.0280,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/ml/validation.py,python/penta_core/ml/datasets/validation.py,0.8000,ML Kelly Training/backup/python/penta_core/ml/datasets/validation.py,0.7721,0.0279,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/penta_core/server.py,python/penta_core/server.py,0.8252,mcp_penta_swarm/server.py,0.7915,0.0337,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/session/ml_melody_generator.py,music_brain/session/melody_generator.py,0.9327,music_brain/session/generator.py,0.9085,0.0242,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/theory/theory_analyzer.py,music_brain/analyzer.py,0.7911,music_brain/audio/analyzer.py,0.7805,0.0106,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/tier1/__init__.py,music_brain/tier1/__init__.py,0.9688,music_brain/tier2/__init__.py,0.9414,0.0274,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/utils/import_optimization.py,music_brain/mac_optimization.py,0.8071,music_brain/utils/midi_io.py,0.7931,0.0140,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/visualization/spectocloud.py,music_brain/visualization/emotion_trajectory.py,0.7824,music_brain/visualization/__init__.py,0.7462,0.0362,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/vocal/phonemes.py,music_brain/voice/phoneme_processor.py,0.8197,music_brain/voice/auto_tune.py,0.7802,0.0395,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/vocal/synthesis.py,music_brain/voice/synthesizer.py,0.8982,music_brain/voice/synth.py,0.8436,0.0546,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/voice/macos_speech.py,music_brain/voice/modulator.py,0.8296,music_brain/voice/singing_synthesizer.py,0.8237,0.0059,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/voice/neural_voice.py,music_brain/voice/neural_backend.py,0.8845,music_brain/voice/singing_voice.py,0.8573,0.0272,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/music_brain/voice/presets.py,music_brain/voice/synth.py,0.8592,music_brain/voice/parrot.py,0.8471,0.0121,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/one_shot_audit.sh,cleanup_and_fix_gitignore.sh,0.8025,.copilot-sync.sh,0.7709,0.0316,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/optimize_cloud_sync.sh,.copilot-sync.sh,0.8636,cleanup_unnecessary_files.sh,0.7917,0.0719,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/config_loader.py,python/setup.py,0.7522,configs/config_loader.py,0.6875,0.0647,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/kmidi_env.py,python/setup.py,0.7736,tests/python/test_midi_generator.py,0.6995,0.0741,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/ai_service.py,python/penta_core/ml/inference.py,0.8873,python/penta_core/server.py,0.8762,0.0111,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/dynamics_training.py,python/penta_core/ml/style_transfer.py,0.8356,python/penta_core/ml/model_registry.py,0.8262,0.0094,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/health.py,python/penta_core/ml/export.py,0.8532,python/penta_core/ml/model_registry.py,0.8382,0.0150,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/inference_batching.py,python/penta_core/ml/inference.py,0.9181,python/penta_core/ml/augmentation.py,0.8272,0.0909,ambiguous_or_medium_confidence_heuristic,manual_review_required
conflict,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/metrics.py,python/penta_core/ml/inference.py,0.8631,python/penta_core/ml/model_registry.py,0.8548,0.0083,ambiguous_or_medium_confidence_heuristic,manual_review_required
